Order ID,Region,Amount,Profit,Quantity, Unit_Price , Unit_Cost ,Category,Sub-Category,PaymentMode,Order Date,CustomerName,State,City,Month,Revenue
B-25901,East,9883,4812,16,"2,034.15","1,581.59",Office Supplies,Paper,UPI,11-08-2022,Veronica Kelley,Florida,Orlando,August,32546.4
B-25901,East,9883,4812,16,"5,046.51","4,686.79",Office Supplies,Paper,UPI,17-10-2021,Leslie Bean,Illinois,Springfield,October,80744.16
B-25901,West,5210,1185,7,"3,013.49","2,602.60",Office Supplies,Paper,UPI,20-10-2020,Jeffrey Middleton,New York,Buffalo,October,21094.43
B-25901,South,5210,1185,7,"2,848.40","2,511.41",Office Supplies,Paper,UPI,11-08-2022,Veronica Kelley,Florida,Orlando,August,19938.8
B-25901,South,5210,1185,7,"1,004.70",933.16,Office Supplies,Paper,UPI,17-10-2021,Leslie Bean,Illinois,Springfield,October,7032.9
B-26747,North,3574,851,4,970.49,585.37,Electronics,Printers,Credit Card,23-02-2022,Amy Wilson,California,Los Angeles,February,3881.96
B-26747,East,576,76,13,"4,331.42","4,218.43",Furniture,Sofas,UPI,23-02-2022,Amy Wilson,California,Los Angeles,February,56308.46
B-26698,North,1860,457,13,"3,258.45","3,089.96",Electronics,Printers,EMI,20-09-2023,Susan Ramirez,Ohio,Cleveland,September,42359.85
B-25841,North,782,374,8,"2,074.25","1,662.83",Office Supplies,Pens,EMI,19-01-2021,Jacob Meyer,Illinois,Peoria,January,16594
B-25841,West,4371,1852,1,"1,271.99",999.09,Electronics,Laptops,UPI,19-01-2021,Jacob Meyer,Illinois,Peoria,January,1271.99
B-26032,West,8346,1176,1,"3,231.08","2,799.71",Electronics,Phones,COD,21-08-2020,Scott Lewis,Texas,Houston,August,3231.08
B-26032,North,8346,1176,1,"3,054.79","2,940.40",Electronics,Phones,COD,17-04-2023,Eric Griffith,Illinois,Chicago,April,3054.79
B-26032,East,8346,1176,1,"1,382.43","1,074.62",Electronics,Phones,COD,24-12-2023,Anna Ferguson,California,San Francisco,December,1382.43
B-26032,West,6218,1125,5,"4,315.52","4,264.46",Furniture,Tables,Debit Card,21-08-2020,Scott Lewis,Texas,Houston,August,21577.6
B-26032,North,6218,1125,5,792.21,467.11,Furniture,Tables,Debit Card,17-04-2023,Eric Griffith,Illinois,Chicago,April,3961.05
B-26032,North,6218,1125,5,"2,196.30","1,812.66",Furniture,Tables,Debit Card,24-12-2023,Anna Ferguson,California,San Francisco,December,10981.5
B-26032,North,5167,253,14,"3,714.52","3,417.90",Electronics,Printers,Credit Card,21-08-2020,Scott Lewis,Texas,Houston,August,52003.28
B-26032,North,5167,253,14,"1,547.35","1,406.90",Electronics,Printers,Credit Card,17-04-2023,Eric Griffith,Illinois,Chicago,April,21662.9
B-26032,North,5167,253,14,"4,172.35","4,146.99",Electronics,Printers,Credit Card,24-12-2023,Anna Ferguson,California,San Francisco,December,58412.9
B-26032,North,2799,1239,5,"3,780.88","3,712.35",Furniture,Sofas,Debit Card,21-08-2020,Scott Lewis,Texas,Houston,August,18904.4
B-26032,West,2799,1239,5,"4,270.59","3,955.66",Furniture,Sofas,Debit Card,17-04-2023,Eric Griffith,Illinois,Chicago,April,21352.95
B-26032,East,2799,1239,5,"1,107.45",639.58,Furniture,Sofas,Debit Card,24-12-2023,Anna Ferguson,California,San Francisco,December,5537.25
B-25171,North,3234,1029,20,856.91,745.71,Office Supplies,Markers,Credit Card,20-03-2022,David Figueroa,Florida,Miami,March,17138.2
B-26939,South,4920,775,12,"1,838.21","1,468.05",Furniture,Tables,Debit Card,12-08-2021,Theresa Medina,Illinois,Springfield,August,22058.52
B-26939,West,9078,2213,15,"3,049.04","2,614.48",Furniture,Bookcases,EMI,12-08-2021,Theresa Medina,Illinois,Springfield,August,45735.6
B-26347,West,8586,3826,7,"4,017.91","3,752.68",Furniture,Bookcases,UPI,21-12-2020,Mary Smith,Florida,Miami,December,28125.37
B-26347,North,8586,3826,7,"4,528.77","4,190.83",Furniture,Bookcases,UPI,07-07-2023,Lance Cain,Florida,Tampa,July,31701.39
B-25388,West,5047,2211,13,"3,945.82","3,536.46",Furniture,Sofas,EMI,13-08-2023,Alexandra Moran,California,San Francisco,August,51295.66
B-25388,North,5047,2211,13,"4,784.28","4,646.55",Furniture,Sofas,EMI,04-02-2021,Sara Castro,Illinois,Chicago,February,62195.64
B-25388,East,5047,2211,13,"3,862.26","3,706.78",Furniture,Sofas,EMI,16-09-2022,Shawn Leach,Illinois,Peoria,September,50209.38
B-25388,East,5047,2211,13,"1,576.34","1,566.03",Furniture,Sofas,EMI,06-05-2022,Mark Boyle,New York,Buffalo,May,20492.42
B-26419,West,3657,163,1,"1,844.07","1,362.15",Furniture,Sofas,UPI,28-05-2021,John Stevens,California,San Francisco,May,1844.07
B-25157,West,6471,2842,18,"3,955.75","3,496.15",Electronics,Electronic Games,UPI,18-07-2024,Lisa Graham,Illinois,Peoria,July,71203.5
B-25342,South,949,301,9,"1,389.35","1,004.71",Office Supplies,Binders,UPI,06-12-2024,Nancy Jones,Ohio,Cleveland,December,12504.15
B-25342,West,6823,771,6,557.69,508.94,Office Supplies,Binders,EMI,06-12-2024,Nancy Jones,Ohio,Cleveland,December,3346.14
B-25342,South,4364,831,2,"2,913.78","2,684.50",Furniture,Tables,EMI,06-12-2024,Nancy Jones,Ohio,Cleveland,December,5827.56
B-26165,East,6671,2797,10,"4,177.06","4,117.13",Electronics,Phones,UPI,12-12-2022,Darryl Robbins,Illinois,Peoria,December,41770.6
B-26571,East,7472,1037,3,569.63,551.83,Office Supplies,Paper,COD,20-10-2022,Kimberly Smith,Illinois,Springfield,October,1708.89
B-26571,North,9548,1806,9,"4,281.79","3,969.86",Electronics,Printers,COD,20-10-2022,Kimberly Smith,Illinois,Springfield,October,38536.11
B-25400,East,7759,3741,17,"4,548.09","4,067.28",Electronics,Printers,UPI,24-03-2021,Maria Thomas,Florida,Miami,March,77317.53
B-25400,South,7759,3741,17,"2,889.67","2,437.26",Electronics,Printers,UPI,06-01-2025,Nicholas Johnson,Texas,Dallas,January,49124.39
B-25400,West,7521,3457,16,685.1,333.69,Office Supplies,Markers,Debit Card,24-03-2021,Maria Thomas,Florida,Miami,March,10961.6
B-25400,North,7521,3457,16,971.57,914.22,Office Supplies,Markers,Debit Card,06-01-2025,Nicholas Johnson,Texas,Dallas,January,15545.12
B-25885,South,9704,4339,12,"3,696.10","3,551.76",Office Supplies,Pens,COD,06-03-2021,Dawn Howard,Texas,Houston,March,44353.2
B-25885,West,4948,2356,18,"3,740.13","3,573.30",Electronics,Printers,Debit Card,06-03-2021,Dawn Howard,Texas,Houston,March,67322.34
B-25885,North,6435,334,10,"4,880.80","4,496.86",Electronics,Electronic Games,Debit Card,06-03-2021,Dawn Howard,Texas,Houston,March,48808
B-25004,East,9965,3033,16,"3,337.40","2,934.30",Office Supplies,Markers,COD,17-06-2020,Jennifer Marshall,California,San Francisco,June,53398.4
B-25004,South,9965,3033,16,863.03,664.33,Office Supplies,Markers,COD,01-09-2023,Frank Garcia,New York,Buffalo,September,13808.48
B-26213,West,1523,234,3,865.76,651,Furniture,Sofas,UPI,08-06-2023,Terri Madden,New York,Rochester,June,2597.28
B-26213,North,9073,424,7,"3,651.42","3,619.61",Electronics,Electronic Games,Debit Card,08-06-2023,Terri Madden,New York,Rochester,June,25559.94
B-25025,North,6447,3079,20,"1,111.41",959.73,Electronics,Laptops,COD,25-03-2021,James Gutierrez,New York,Rochester,March,22228.2
B-25025,East,8947,2807,6,"1,906.64","1,675.51",Electronics,Electronic Games,Credit Card,25-03-2021,James Gutierrez,New York,Rochester,March,11439.84
B-26804,West,914,400,8,"2,529.02","2,461.70",Office Supplies,Pens,Debit Card,03-01-2021,Morgan Sellers,California,Los Angeles,January,20232.16
B-26804,East,1548,666,3,404.69,172.59,Office Supplies,Paper,Credit Card,03-01-2021,Morgan Sellers,California,Los Angeles,January,1214.07
B-26797,East,2759,1149,6,"1,709.71","1,281.65",Furniture,Tables,Credit Card,27-12-2024,Caitlin Thomas,New York,New York City,December,10258.26
B-26556,West,1341,615,4,"2,363.90","2,069.05",Electronics,Laptops,UPI,12-08-2022,Kimberly Greene,Florida,Orlando,August,9455.6
B-25861,West,9851,2669,19,"1,482.88","1,434.20",Electronics,Electronic Games,Debit Card,28-03-2022,Tammy Anthony,Ohio,Cleveland,March,28174.72
B-25861,West,9851,2669,19,828.95,725.03,Electronics,Electronic Games,Debit Card,15-07-2023,Jennifer Chase,New York,Buffalo,July,15750.05
B-25861,South,9851,2669,19,"3,896.19","3,653.66",Electronics,Electronic Games,Debit Card,22-09-2022,Cassandra Farley,Florida,Orlando,September,74027.61
B-25861,West,9989,3930,14,"4,262.21","4,075.08",Furniture,Tables,Debit Card,28-03-2022,Tammy Anthony,Ohio,Cleveland,March,59670.94
B-25861,North,9989,3930,14,"1,510.30","1,324.52",Furniture,Tables,Debit Card,15-07-2023,Jennifer Chase,New York,Buffalo,July,21144.2
B-25861,East,9989,3930,14,"4,152.72","3,883.38",Furniture,Tables,Debit Card,22-09-2022,Cassandra Farley,Florida,Orlando,September,58138.08
B-25112,South,7421,958,10,"2,254.84","1,958.49",Furniture,Tables,COD,20-12-2022,Justin Vasquez,Texas,Houston,December,22548.4
B-25112,West,7421,958,10,"2,958.55","2,558.09",Furniture,Tables,COD,16-01-2022,Melissa Morales,Texas,Houston,January,29585.5
B-25112,South,7421,958,10,"4,464.28","4,287.21",Furniture,Tables,COD,29-01-2023,Tyler Thompson,Texas,Dallas,January,44642.8
B-25223,West,3099,479,1,"4,166.95","3,762.27",Office Supplies,Paper,COD,15-01-2022,Heidi Davis,New York,Buffalo,January,4166.95
B-25223,South,2521,906,7,"4,211.25","4,035.33",Electronics,Phones,COD,15-01-2022,Heidi Davis,New York,Buffalo,January,29478.75
B-25714,East,6962,3429,12,764.54,727.38,Electronics,Electronic Games,UPI,24-03-2024,Charles Lane,Texas,Dallas,March,9174.48
B-25714,East,6962,3429,12,676.66,395.11,Electronics,Electronic Games,UPI,19-02-2025,Joyce Good MD,Florida,Miami,February,8119.92
B-26607,North,1085,301,20,"4,770.42","4,472.35",Furniture,Bookcases,UPI,13-07-2024,Maria Miller,New York,Buffalo,July,95408.4
B-25038,North,738,342,2,"2,437.70","1,969.78",Furniture,Chairs,Debit Card,28-04-2023,Terry Mcdaniel,Ohio,Cincinnati,April,4875.4
B-25038,West,738,342,2,"1,840.77","1,475.00",Furniture,Chairs,Debit Card,05-12-2020,Lisa Jacobs,New York,Buffalo,December,3681.54
B-25038,East,738,342,2,"4,096.96","3,637.25",Furniture,Chairs,Debit Card,14-05-2024,Jeff Duncan,Ohio,Cincinnati,May,8193.92
B-25038,South,738,342,2,"4,645.35","4,190.26",Furniture,Chairs,Debit Card,18-01-2022,Pamela Jones,New York,New York City,January,9290.7
B-26672,South,1366,242,17,"4,625.56","4,319.32",Electronics,Electronic Games,EMI,18-09-2023,Renee Robinson,Ohio,Columbus,September,78634.52
B-26672,South,1518,155,13,"1,882.79","1,614.19",Office Supplies,Markers,Credit Card,18-09-2023,Renee Robinson,Ohio,Columbus,September,24476.27
B-25747,North,2962,1470,1,"4,551.60","4,268.45",Electronics,Phones,COD,12-05-2021,Jessica Kidd,New York,Buffalo,May,4551.6
B-25747,South,2962,1470,1,742,252.62,Electronics,Phones,COD,17-09-2023,Nicholas Martin,Florida,Tampa,September,742
B-25747,North,7131,718,12,684.67,295.82,Electronics,Printers,UPI,12-05-2021,Jessica Kidd,New York,Buffalo,May,8216.04
B-25747,North,7131,718,12,"3,198.49","3,136.42",Electronics,Printers,UPI,17-09-2023,Nicholas Martin,Florida,Tampa,September,38381.88
B-25747,West,4200,855,10,753.81,362.38,Office Supplies,Markers,EMI,12-05-2021,Jessica Kidd,New York,Buffalo,May,7538.1
B-25747,South,4200,855,10,"1,750.38","1,656.82",Office Supplies,Markers,EMI,17-09-2023,Nicholas Martin,Florida,Tampa,September,17503.8
B-26322,South,5934,1563,2,"3,609.34","3,380.14",Office Supplies,Markers,EMI,06-09-2024,David Brown,Illinois,Peoria,September,7218.68
B-26613,East,2701,322,11,"1,832.60","1,719.47",Electronics,Printers,UPI,18-06-2022,Amber Moore,New York,New York City,June,20158.6
B-26613,West,7273,2702,18,"1,286.92",939.02,Office Supplies,Paper,COD,18-06-2022,Amber Moore,New York,New York City,June,23164.56
B-25413,East,2465,699,18,"1,882.57","1,442.69",Office Supplies,Markers,Debit Card,22-05-2020,James Williams,California,San Francisco,May,33886.26
B-26466,West,3479,1087,2,"2,467.28","2,315.00",Office Supplies,Markers,EMI,17-10-2024,Karina Barr,Texas,Dallas,October,4934.56
B-26466,South,5457,1765,7,"2,453.35","2,403.16",Electronics,Printers,EMI,17-10-2024,Karina Barr,Texas,Dallas,October,17173.45
B-26610,North,4957,1152,8,"4,082.11","3,925.85",Office Supplies,Markers,Credit Card,22-03-2022,Meghan Rush,Ohio,Cleveland,March,32656.88
B-26209,North,4404,858,17,"4,102.72","3,763.26",Office Supplies,Pens,Debit Card,17-03-2024,Bianca Brown,Ohio,Columbus,March,69746.24
B-26209,North,8776,2529,15,"2,482.34","2,311.25",Furniture,Sofas,Credit Card,17-03-2024,Bianca Brown,Ohio,Columbus,March,37235.1
B-26622,North,9536,1437,9,"4,382.32","4,236.05",Electronics,Phones,UPI,02-04-2020,Timothy Jensen,Florida,Orlando,April,39440.88
B-26622,North,2225,589,7,715.84,615.47,Furniture,Sofas,Credit Card,02-04-2020,Timothy Jensen,Florida,Orlando,April,5010.88
B-26601,East,9574,4045,19,"1,567.78","1,314.00",Furniture,Bookcases,UPI,13-03-2024,Melinda Montoya,California,San Francisco,March,29787.82
B-26601,West,4382,482,17,"4,293.69","4,148.48",Electronics,Electronic Games,COD,13-03-2024,Melinda Montoya,California,San Francisco,March,72992.73
B-25894,South,8200,257,19,"2,289.27","1,921.07",Electronics,Laptops,COD,21-03-2023,Tammy Bell,Ohio,Cincinnati,March,43496.13
B-25894,East,9316,3003,13,"4,954.39","4,906.85",Furniture,Sofas,Credit Card,21-03-2023,Tammy Bell,Ohio,Cincinnati,March,64407.07
B-25894,West,6379,3128,15,"2,693.33","2,357.95",Electronics,Electronic Games,COD,21-03-2023,Tammy Bell,Ohio,Cincinnati,March,40399.95
B-26969,North,3348,568,5,"4,096.48","3,970.08",Office Supplies,Markers,Credit Card,02-03-2024,Connie Richards,Ohio,Cleveland,March,20482.4
B-26969,West,3348,568,5,"2,291.17","2,041.42",Office Supplies,Markers,Credit Card,30-04-2021,Peter Ward,New York,Rochester,April,11455.85
B-26969,West,8856,2020,9,"2,303.70","2,153.52",Office Supplies,Pens,Debit Card,02-03-2024,Connie Richards,Ohio,Cleveland,March,20733.3
B-26969,North,8856,2020,9,"2,309.43","1,945.27",Office Supplies,Pens,Debit Card,30-04-2021,Peter Ward,New York,Rochester,April,20784.87
B-26312,North,1760,619,16,"4,082.62","3,609.42",Furniture,Sofas,Debit Card,15-09-2021,Jonathan Alvarez,Ohio,Columbus,September,65321.92
B-26312,North,1760,619,16,"3,219.58","2,760.21",Furniture,Sofas,Debit Card,28-01-2023,Becky Hodges,Texas,Houston,January,51513.28
B-26312,South,6351,986,15,"5,017.58","4,721.70",Electronics,Printers,UPI,15-09-2021,Jonathan Alvarez,Ohio,Columbus,September,75263.7
B-26312,North,6351,986,15,"1,528.59","1,291.91",Electronics,Printers,UPI,28-01-2023,Becky Hodges,Texas,Houston,January,22928.85
B-26837,South,869,373,14,958.76,547.79,Office Supplies,Paper,Credit Card,08-07-2021,Larry Hill,New York,New York City,July,13422.64
B-26837,North,869,373,14,"2,341.47","1,996.64",Office Supplies,Paper,Credit Card,08-04-2020,Amber Moon,Ohio,Cleveland,April,32780.58
B-26837,South,1486,114,7,"3,202.68","3,102.73",Furniture,Bookcases,UPI,08-07-2021,Larry Hill,New York,New York City,July,22418.76
B-26837,West,1486,114,7,"4,723.20","4,310.95",Furniture,Bookcases,UPI,08-04-2020,Amber Moon,Ohio,Cleveland,April,33062.4
B-26166,East,2999,145,13,"1,983.82","1,763.67",Office Supplies,Binders,COD,23-08-2022,Cynthia Wilcox,Illinois,Chicago,August,25789.66
B-26166,West,5142,1916,20,"3,388.84","3,286.24",Office Supplies,Paper,EMI,23-08-2022,Cynthia Wilcox,Illinois,Chicago,August,67776.8
B-25695,West,1239,575,17,"1,931.56","1,783.48",Electronics,Laptops,UPI,17-12-2022,Rebecca Wright,New York,Rochester,December,32836.52
B-25695,North,1239,575,17,"3,246.33","3,105.24",Electronics,Laptops,UPI,08-06-2022,Sarah Flores,Illinois,Springfield,June,55187.61
B-25695,South,1262,515,16,"4,694.21","4,429.80",Electronics,Electronic Games,EMI,17-12-2022,Rebecca Wright,New York,Rochester,December,75107.36
B-25695,East,1262,515,16,"1,320.06","1,195.22",Electronics,Electronic Games,EMI,08-06-2022,Sarah Flores,Illinois,Springfield,June,21120.96
B-26068,North,1033,254,5,"2,121.55","2,051.00",Furniture,Bookcases,COD,28-08-2020,Carol Norman,New York,Rochester,August,10607.75
B-26023,North,1518,159,19,"5,037.27","4,966.66",Electronics,Printers,UPI,26-09-2020,Stephanie Gardner,California,San Diego,September,95708.13
B-26677,North,8581,2444,2,"4,645.17","4,349.36",Office Supplies,Paper,Debit Card,13-12-2020,Philip Baker,Illinois,Peoria,December,9290.34
B-26677,West,8581,2444,2,"3,215.00","2,844.97",Office Supplies,Paper,Debit Card,19-11-2020,Randall Dennis,Florida,Orlando,November,6430
B-25701,South,1167,463,5,"2,774.86","2,607.31",Office Supplies,Pens,UPI,13-09-2023,Suzanne Cross,Texas,Austin,September,13874.3
B-25701,South,2841,803,20,"1,485.75","1,458.77",Electronics,Laptops,Credit Card,13-09-2023,Suzanne Cross,Texas,Austin,September,29715
B-25701,East,5680,2159,19,"2,682.53","2,610.19",Furniture,Tables,UPI,13-09-2023,Suzanne Cross,Texas,Austin,September,50968.07
B-26523,South,8204,2382,6,"4,706.70","4,248.50",Office Supplies,Pens,UPI,31-03-2020,Jasmine Delgado,Illinois,Chicago,March,28240.2
B-26523,South,8204,2382,6,"3,693.45","3,441.61",Office Supplies,Pens,UPI,20-10-2020,Kristen Harper,New York,Buffalo,October,22160.7
B-26523,North,2850,904,6,"1,717.97","1,485.72",Electronics,Phones,EMI,31-03-2020,Jasmine Delgado,Illinois,Chicago,March,10307.82
B-26523,North,2850,904,6,"1,075.89","1,047.25",Electronics,Phones,EMI,20-10-2020,Kristen Harper,New York,Buffalo,October,6455.34
B-25880,West,907,391,9,"1,729.81","1,362.78",Office Supplies,Pens,Credit Card,04-08-2023,Kaitlyn Graham MD,New York,New York City,August,15568.29
B-26898,North,2174,265,19,"1,159.06",890.31,Office Supplies,Pens,Credit Card,11-04-2022,Dean Avila,Ohio,Cincinnati,April,22022.14
B-26898,North,8541,2029,12,632.44,523.42,Electronics,Electronic Games,Credit Card,11-04-2022,Dean Avila,Ohio,Cincinnati,April,7589.28
B-26898,North,1931,551,3,"2,188.66","2,124.72",Furniture,Bookcases,EMI,11-04-2022,Dean Avila,Ohio,Cincinnati,April,6565.98
B-26035,North,1281,340,3,808.69,610.83,Electronics,Electronic Games,Debit Card,31-12-2021,Megan Mack,Texas,Austin,December,2426.07
B-26035,West,2404,253,15,"1,321.18",900.97,Electronics,Laptops,COD,31-12-2021,Megan Mack,Texas,Austin,December,19817.7
B-25573,North,2119,196,1,"3,193.25","2,759.26",Furniture,Sofas,COD,16-08-2020,Heather Johnson,California,Los Angeles,August,3193.25
B-25463,East,3137,571,9,"1,170.16",864.77,Office Supplies,Pens,Debit Card,02-02-2025,Tina Davies,Illinois,Chicago,February,10531.44
B-26277,East,2323,727,7,732.69,366.2,Furniture,Tables,COD,24-02-2022,Matthew Harris,Texas,Dallas,February,5128.83
B-26277,East,1368,406,9,"1,687.50","1,621.07",Furniture,Bookcases,UPI,24-02-2022,Matthew Harris,Texas,Dallas,February,15187.5
B-26508,East,9204,3289,16,"1,438.76","1,140.58",Electronics,Laptops,Credit Card,25-02-2024,Christopher Kirk,Florida,Miami,February,23020.16
B-26508,North,9204,3289,16,"2,937.57","2,600.76",Electronics,Laptops,Credit Card,15-06-2021,Eric Stevens,Florida,Miami,June,47001.12
B-26508,East,9894,3698,20,665.07,556.72,Office Supplies,Paper,EMI,25-02-2024,Christopher Kirk,Florida,Miami,February,13301.4
B-26508,North,9894,3698,20,"4,212.55","3,771.27",Office Supplies,Paper,EMI,15-06-2021,Eric Stevens,Florida,Miami,June,84251
B-26723,West,5322,1423,18,"4,641.41","4,535.86",Furniture,Sofas,COD,08-12-2022,James Dickerson,Texas,Houston,December,83545.38
B-26723,East,5322,1423,18,"3,893.60","3,730.00",Furniture,Sofas,COD,09-12-2023,James Jones,Texas,Dallas,December,70084.8
B-25526,South,2666,559,14,"3,001.56","2,687.49",Furniture,Chairs,COD,16-07-2022,Hannah Hendricks,Ohio,Cleveland,July,42021.84
B-25645,East,8383,937,4,"4,633.10","4,310.31",Furniture,Sofas,UPI,05-05-2024,Brett Mullins,Florida,Orlando,May,18532.4
B-25757,East,7560,821,4,"3,842.55","3,489.85",Office Supplies,Paper,EMI,04-10-2021,Ms. Kim Jordan,Illinois,Chicago,October,15370.2
B-26716,North,1314,490,16,167.12,102.23,Furniture,Sofas,UPI,20-11-2021,Marcus Santiago,New York,Buffalo,November,2673.92
B-26716,East,4390,179,1,"2,426.99","2,000.75",Furniture,Tables,Debit Card,20-11-2021,Marcus Santiago,New York,Buffalo,November,2426.99
B-26716,South,1150,58,7,"4,533.31","4,262.21",Office Supplies,Binders,Debit Card,20-11-2021,Marcus Santiago,New York,Buffalo,November,31733.17
B-25424,North,1574,258,17,"2,002.95","1,762.00",Office Supplies,Pens,EMI,15-09-2020,Jill Perez,California,San Diego,September,34050.15
B-25424,North,5635,318,17,715.06,224.32,Office Supplies,Binders,UPI,15-09-2020,Jill Perez,California,San Diego,September,12156.02
B-25424,West,6515,961,11,"4,116.38","3,743.59",Furniture,Sofas,Debit Card,15-09-2020,Jill Perez,California,San Diego,September,45280.18
B-26453,West,1231,214,20,"4,087.91","4,020.09",Electronics,Laptops,Debit Card,17-01-2023,Courtney Williams,Ohio,Columbus,January,81758.2
B-26453,East,1231,214,20,"1,225.64",844.94,Electronics,Laptops,Debit Card,16-06-2020,Jordan Hahn,New York,Rochester,June,24512.8
B-26425,West,6891,2529,3,"2,766.51","2,709.84",Office Supplies,Binders,Debit Card,01-05-2024,William Cook,Ohio,Cleveland,May,8299.53
B-25843,West,7524,2308,15,"1,023.64","1,000.18",Electronics,Laptops,EMI,07-12-2023,Stephanie Hayes,Texas,Austin,December,15354.6
B-25843,West,6864,1824,14,"3,817.99","3,610.21",Electronics,Printers,Credit Card,07-12-2023,Stephanie Hayes,Texas,Austin,December,53451.86
B-25486,North,4215,432,14,"1,891.02","1,394.17",Furniture,Chairs,Debit Card,02-02-2024,Melissa Wise,Ohio,Columbus,February,26474.28
B-26975,North,622,218,19,"1,710.95","1,615.26",Furniture,Bookcases,Credit Card,23-06-2024,Elizabeth Gonzalez,California,San Diego,June,32508.05
B-26975,North,1755,495,18,"4,572.21","4,232.61",Office Supplies,Pens,UPI,23-06-2024,Elizabeth Gonzalez,California,San Diego,June,82299.78
B-26975,West,8020,3898,20,"2,502.76","2,407.80",Electronics,Electronic Games,EMI,23-06-2024,Elizabeth Gonzalez,California,San Diego,June,50055.2
B-26890,North,7333,1576,4,"3,730.43","3,365.28",Electronics,Laptops,Credit Card,07-06-2024,Mr. Eric Lopez,New York,Buffalo,June,14921.72
B-26125,West,7690,1134,4,"2,299.37","2,041.75",Electronics,Electronic Games,COD,13-10-2023,Benjamin Higgins,New York,Rochester,October,9197.48
B-26125,North,912,246,2,"1,868.32","1,525.13",Furniture,Sofas,EMI,13-10-2023,Benjamin Higgins,New York,Rochester,October,3736.64
B-26489,North,2791,894,14,"3,255.53","3,146.12",Electronics,Laptops,COD,08-10-2022,Brett Sutton,Texas,Austin,October,45577.42
B-26489,South,2791,894,14,"1,191.90",816.54,Electronics,Laptops,COD,27-10-2023,Anna Blackburn,Ohio,Cincinnati,October,16686.6
B-26489,East,2791,894,14,"2,394.20","1,896.35",Electronics,Laptops,COD,09-02-2021,Michelle Bailey,Texas,Dallas,February,33518.8
B-26489,West,6223,1478,3,"1,420.90","1,084.73",Furniture,Sofas,Debit Card,08-10-2022,Brett Sutton,Texas,Austin,October,4262.7
B-26489,South,6223,1478,3,"3,746.00","3,494.19",Furniture,Sofas,Debit Card,27-10-2023,Anna Blackburn,Ohio,Cincinnati,October,11238
B-26489,North,6223,1478,3,"5,186.19","4,723.83",Furniture,Sofas,Debit Card,09-02-2021,Michelle Bailey,Texas,Dallas,February,15558.57
B-26489,West,8943,3121,17,"4,995.55","4,977.78",Furniture,Chairs,Debit Card,08-10-2022,Brett Sutton,Texas,Austin,October,84924.35
B-26489,North,8943,3121,17,"2,646.53","2,278.87",Furniture,Chairs,Debit Card,27-10-2023,Anna Blackburn,Ohio,Cincinnati,October,44991.01
B-26489,East,8943,3121,17,"1,745.52","1,300.03",Furniture,Chairs,Debit Card,09-02-2021,Michelle Bailey,Texas,Dallas,February,29673.84
B-26489,South,3297,102,12,"2,282.23","2,242.01",Electronics,Phones,Credit Card,08-10-2022,Brett Sutton,Texas,Austin,October,27386.76
B-26489,East,3297,102,12,"4,474.51","4,243.98",Electronics,Phones,Credit Card,27-10-2023,Anna Blackburn,Ohio,Cincinnati,October,53694.12
B-26489,South,3297,102,12,"1,180.04","1,069.73",Electronics,Phones,Credit Card,09-02-2021,Michelle Bailey,Texas,Dallas,February,14160.48
B-26043,North,8769,1989,20,"5,050.46","4,762.87",Office Supplies,Paper,UPI,03-11-2020,Sara Peterson,Illinois,Chicago,November,101009.2
B-26557,East,9057,1888,19,"2,070.52","1,742.24",Electronics,Printers,COD,30-05-2022,Katherine Williams,Florida,Orlando,May,39339.88
B-26557,East,6864,3275,11,"5,088.02","4,929.73",Furniture,Tables,Credit Card,30-05-2022,Katherine Williams,Florida,Orlando,May,55968.22
B-26557,North,9200,809,13,"4,436.50","4,201.11",Electronics,Laptops,COD,30-05-2022,Katherine Williams,Florida,Orlando,May,57674.5
B-25243,East,6113,2508,6,"4,199.30","4,052.42",Electronics,Laptops,UPI,16-06-2024,Cory Evans,Florida,Orlando,June,25195.8
B-25243,West,7733,2784,15,"1,814.63","1,623.63",Furniture,Tables,EMI,16-06-2024,Cory Evans,Florida,Orlando,June,27219.45
B-25243,South,8524,154,14,181.62,93.45,Furniture,Tables,COD,16-06-2024,Cory Evans,Florida,Orlando,June,2542.68
B-25243,South,6187,2344,15,"2,385.48","1,941.56",Furniture,Bookcases,EMI,16-06-2024,Cory Evans,Florida,Orlando,June,35782.2
B-26932,South,4364,148,18,"1,558.87","1,543.96",Furniture,Tables,EMI,15-07-2022,Michael Rodriguez,Ohio,Cincinnati,July,28059.66
B-26932,West,736,286,12,677.5,235.12,Office Supplies,Pens,EMI,15-07-2022,Michael Rodriguez,Ohio,Cincinnati,July,8130
B-25241,South,9905,633,17,"2,841.68","2,551.56",Office Supplies,Pens,EMI,18-07-2021,John Munoz,Texas,Dallas,July,48308.56
B-25241,North,9905,633,17,"2,217.51","2,045.00",Office Supplies,Pens,EMI,02-10-2021,David Clark,Florida,Tampa,October,37697.67
B-25044,East,2493,1221,9,"3,555.35","3,191.05",Office Supplies,Paper,Credit Card,16-04-2024,April Welch,Illinois,Springfield,April,31998.15
B-25044,West,9849,963,1,"3,383.67","3,124.87",Office Supplies,Pens,Credit Card,16-04-2024,April Welch,Illinois,Springfield,April,3383.67
